STATE;STATE CODE;RATING AREA ID;COUNTY;ZIP3;MARKET
Kentucky;KY;Rating Area 6;Kenton;;
Kentucky;KY;Rating Area 6;Pendleton;;
Kentucky;KY;Rating Area 7;Bath;;
Kentucky;KY;Rating Area 7;Boyd;;
Kentucky;KY;Rating Area 7;Bracken;;
Kentucky;KY;Rating Area 7;Carter;;
Kentucky;KY;Rating Area 7;Elliott;;
Kentucky;KY;Rating Area 7;Fleming;;
Kentucky;KY;Rating Area 7;Greenup;;
Kentucky;KY;Rating Area 7;Lawrence;;
Kentucky;KY;Rating Area 7;Lewis;;
Kentucky;KY;Rating Area 7;Mason;;
Kentucky;KY;Rating Area 7;Menifee;;
Kentucky;KY;Rating Area 7;Morgan;;
Kentucky;KY;Rating Area 7;Robertson;;
Kentucky;KY;Rating Area 7;Rowan;;
Kentucky;KY;Rating Area 8;Bell;;
Kentucky;KY;Rating Area 8;Breathitt;;
Kentucky;KY;Rating Area 8;Clay;;
Kentucky;KY;Rating Area 8;Floyd;;
Kentucky;KY;Rating Area 8;Harlan;;
Kentucky;KY;Rating Area 8;Johnson;;
Kentucky;KY;Rating Area 8;Knott;;
Kentucky;KY;Rating Area 8;Knox;;
Kentucky;KY;Rating Area 8;Laurel;;
Kentucky;KY;Rating Area 8;Lee;;
Kentucky;KY;Rating Area 8;Leslie;;
Kentucky;KY;Rating Area 8;Letcher;;
Kentucky;KY;Rating Area 8;Magoffin;;
Kentucky;KY;Rating Area 8;Martin;;
Kentucky;KY;Rating Area 8;Owsley;;
Kentucky;KY;Rating Area 8;Perry;;
Kentucky;KY;Rating Area 8;Pike;;
Kentucky;KY;Rating Area 8;Whitley;;
Kentucky;KY;Rating Area 8;Wolfe;;
Louisiana;LA;Rating Area 1;Orleans Parish;;
Louisiana;LA;Rating Area 1;St. Bernard Parish;;
Louisiana;LA;Rating Area 1;Plaquemines Parish;;
Louisiana;LA;Rating Area 1;Jefferson Parish;;
Louisiana;LA;Rating Area 1;St. Charles Parish;;
Louisiana;LA;Rating Area 1;St. John the Baptist Parish;;
Louisiana;LA;Rating Area 1;St. James Parish;;
Louisiana;LA;Rating Area 1;St. Tammany Parish;;
Louisiana;LA;Rating Area 2;Lafourche Parish;;
Louisiana;LA;Rating Area 2;Terrebonne Parish;;
Louisiana;LA;Rating Area 2;Assumption Parish;;
Louisiana;LA;Rating Area 3;Lafayette Parish;;
Louisiana;LA;Rating Area 3;St. Martin Parish;;
Louisiana;LA;Rating Area 3;St. Mary Parish;;
Louisiana;LA;Rating Area 3;Iberia Parish;;
Louisiana;LA;Rating Area 3;Vermillion Parish;;
Louisiana;LA;Rating Area 3;Acadia Parish;;
Louisiana;LA;Rating Area 3;St. Landry Parish;;
Louisiana;LA;Rating Area 3;Evangeline Parish;;
Louisiana;LA;Rating Area 4;Cameron Parish;;
Louisiana;LA;Rating Area 4;Jefferson Davis Parish;;
Louisiana;LA;Rating Area 4;Calcasieu Parish;;
Louisiana;LA;Rating Area 4;Allen Parish;;
Louisiana;LA;Rating Area 4;Beauregard Parish;;
Louisiana;LA;Rating Area 5;East Baton Rouge Parish;;
Louisiana;LA;Rating Area 5;West Baton Rouge Parish;;
Louisiana;LA;Rating Area 5;Iberville Parish;;
Louisiana;LA;Rating Area 5;Pointe Coupee Parish;;
Louisiana;LA;Rating Area 5;West Feliciana Parish;;
Louisiana;LA;Rating Area 5;East Feliciana Parish;;
Louisiana;LA;Rating Area 5;Ascension Parish;;
Louisiana;LA;Rating Area 5;Livingston Parish;;
Louisiana;LA;Rating Area 5;St. Helena Parish;;
Louisiana;LA;Rating Area 5;Tangipahoa Parish;;
Louisiana;LA;Rating Area 5;Washington Parish;;
Louisiana;LA;Rating Area 6;Rapides Parish;;
Louisiana;LA;Rating Area 6;Vernon Parish;;
Louisiana;LA;Rating Area 6;Avoyelles Parish;;
Louisiana;LA;Rating Area 6;Concordia Parish;;
Louisiana;LA;Rating Area 6;Catahoula Parish;;
Louisiana;LA;Rating Area 6;La Salle Parish;;
Louisiana;LA;Rating Area 6;Grant Parish;;
Louisiana;LA;Rating Area 6;Winn Parish;;
Louisiana;LA;Rating Area 7;Ouachita Parish;;
Louisiana;LA;Rating Area 7;East Carroll Parish;;
Louisiana;LA;Rating Area 7;West Carroll Parish;;
Louisiana;LA;Rating Area 7;Madison Parish;;
Louisiana;LA;Rating Area 7;Tensas Parish;;
Louisiana;LA;Rating Area 7;Franklin Parish;;
Louisiana;LA;Rating Area 7;Richland Parish;;
Louisiana;LA;Rating Area 7;Morehouse Parish;;
Louisiana;LA;Rating Area 7;Caldwell Parish;;
Louisiana;LA;Rating Area 7;Jackson Parish;;
Louisiana;LA;Rating Area 7;Lincoln Parish;;
Louisiana;LA;Rating Area 7;Union Parish;;
Louisiana;LA;Rating Area 8;Bossier Parish;;
Louisiana;LA;Rating Area 8;Caddo Parish;;
Louisiana;LA;Rating Area 8;Webster Parish;;
Louisiana;LA;Rating Area 8;Claiborne Parish;;
Louisiana;LA;Rating Area 8;Bienville Parish;;
Louisiana;LA;Rating Area 8;Red River Parish;;
Louisiana;LA;Rating Area 8;De Soto Parish;;
Louisiana;LA;Rating Area 8;Natchitoches Parish;;
Louisiana;LA;Rating Area 8;Sabine Parish;;
Maine;ME;Rating Area 1;Cumberland;;
Maine;ME;Rating Area 1;Sagadahoc;;
Maine;ME;Rating Area 1;York;;
Maine;ME;Rating Area 2;Knox;;
Maine;ME;Rating Area 2;Kennebec;;
Maine;ME;Rating Area 2;Lincoln;;
Maine;ME;Rating Area 2;Oxford;;
Maine;ME;Rating Area 3;Androscoggin;;
Maine;ME;Rating Area 3;Waldo;;
Maine;ME;Rating Area 3;Franklin;;
Maine;ME;Rating Area 3;Penobscot;;
Maine;ME;Rating Area 3;Somerset;;
Maine;ME;Rating Area 3;Piscataquis;;
Maine;ME;Rating Area 4;Hancock;;
Maine;ME;Rating Area 4;Aroostook;;
Maine;ME;Rating Area 4;Washington;;
Maryland;MD;Rating Area 1;Baltimore City;;
Maryland;MD;Rating Area 1;Baltimore County;;
Maryland;MD;Rating Area 1;Harford County;;
Maryland;MD;Rating Area 1;Howard County;;
Maryland;MD;Rating Area 1;Anne Arundel County;;
Maryland;MD;Rating Area 2;St. Mary's County;;
Maryland;MD;Rating Area 2;Charles County;;
Maryland;MD;Rating Area 2;Calvert County;;
Maryland;MD;Rating Area 2;Cecil County;;
Maryland;MD;Rating Area 2;Kent County;;
Maryland;MD;Rating Area 2;Queen Anne's County;;
Maryland;MD;Rating Area 2;Talbot County;;
Maryland;MD;Rating Area 2;Caroline County;;
Maryland;MD;Rating Area 2;Dorchester County;;
Maryland;MD;Rating Area 2;Wicomico County;;
Maryland;MD;Rating Area 2;Somerset County;;
Maryland;MD;Rating Area 2;Worcester County;;
Maryland;MD;Rating Area 3;Montgomery County;;
Maryland;MD;Rating Area 3;Prince George's;;
Maryland;MD;Rating Area 4;Garrett County;;
Maryland;MD;Rating Area 4;Allegany County;;
Maryland;MD;Rating Area 4;Washington County;;
Maryland;MD;Rating Area 4;Carroll County;;
Maryland;MD;Rating Area 4;Frederick County;;
Michigan;MI;Rating Area 1;Monroe;;
Michigan;MI;Rating Area 1;Wayne;;
Michigan;MI;Rating Area 2;Macomb;;
Michigan;MI;Rating Area 2;Oakland;;
Michigan;MI;Rating Area 3;St. Clair;;
Michigan;MI;Rating Area 4;Lenawee;;
Michigan;MI;Rating Area 4;Washtenaw;;
Michigan;MI;Rating Area 4;Livingston;;
Michigan;MI;Rating Area 5;Lapeer;;
Michigan;MI;Rating Area 5;Genesee;;
Michigan;MI;Rating Area 5;Shiawassee;;
Michigan;MI;Rating Area 6;Huron;;
Michigan;MI;Rating Area 6;Sanilac;;
Michigan;MI;Rating Area 6;Tuscola;;
Michigan;MI;Rating Area 7;Clinton;;
Michigan;MI;Rating Area 7;Eaton;;
Michigan;MI;Rating Area 7;Hillsdale;;
Michigan;MI;Rating Area 7;Ingham;;
Michigan;MI;Rating Area 7;Jackson;;
Michigan;MI;Rating Area 8;Arenac;;
Michigan;MI;Rating Area 8;Gratiot;;
Michigan;MI;Rating Area 8;Saginaw;;
Michigan;MI;Rating Area 8;Bay;;
Michigan;MI;Rating Area 9;Berrien;;
Michigan;MI;Rating Area 9;St. Joseph;;
Michigan;MI;Rating Area 9;Cass;;
Michigan;MI;Rating Area 9;Van Buren;;
Michigan;MI;Rating Area 10;Branch;;
Michigan;MI;Rating Area 10;Calhoun;;
Michigan;MI;Rating Area 10;Kalamazoo;;
Michigan;MI;Rating Area 11;Allegan;;
Michigan;MI;Rating Area 11;Barry;;
Michigan;MI;Rating Area 12;Ionia;;
Michigan;MI;Rating Area 12;Kent;;
Michigan;MI;Rating Area 12;Lake;;
Michigan;MI;Rating Area 12;Mason;;
Michigan;MI;Rating Area 12;Mecosta;;
Michigan;MI;Rating Area 12;Montcalm;;
Michigan;MI;Rating Area 12;Muskegon;;
Michigan;MI;Rating Area 12;Newaygo;;
Michigan;MI;Rating Area 12;Oceana;;
Michigan;MI;Rating Area 12;Osceola;;
Michigan;MI;Rating Area 12;Ottawa;;
Michigan;MI;Rating Area 13;Gladwin;;
Michigan;MI;Rating Area 13;Clare;;
Michigan;MI;Rating Area 13;Isabella;;
Michigan;MI;Rating Area 13;Midland;;
Michigan;MI;Rating Area 14;Antrim;;
Michigan;MI;Rating Area 14;Benzie;;
Michigan;MI;Rating Area 14;Charlevoix;;
Michigan;MI;Rating Area 14;Emmet;;
Michigan;MI;Rating Area 14;Grand Traverse;;
Michigan;MI;Rating Area 14;Manistee;;
Michigan;MI;Rating Area 14;Kalkaska;;
Michigan;MI;Rating Area 14;Missaukee;;
Michigan;MI;Rating Area 14;Wexford;;
Michigan;MI;Rating Area 14;Leelanau;;
Michigan;MI;Rating Area 15;Alcona;;
Michigan;MI;Rating Area 15;Alpena;;
Michigan;MI;Rating Area 15;Cheboygan;;
Michigan;MI;Rating Area 15;Chippewa;;
Michigan;MI;Rating Area 15;Crawford;;
Michigan;MI;Rating Area 15;Iosco;;
Michigan;MI;Rating Area 15;Mackinac;;
Michigan;MI;Rating Area 15;Montmorency;;
Michigan;MI;Rating Area 15;Ogemaw;;
Michigan;MI;Rating Area 15;Oscoda;;
Michigan;MI;Rating Area 15;Otsego;;
Michigan;MI;Rating Area 15;Presque Isle;;
Michigan;MI;Rating Area 15;Roscommon;;
Michigan;MI;Rating Area 16;Alger;;
Michigan;MI;Rating Area 16;Baraga;;
Michigan;MI;Rating Area 16;Delta;;
Michigan;MI;Rating Area 16;Dickinson;;
Michigan;MI;Rating Area 16;Gogebic;;
Michigan;MI;Rating Area 16;Houghton;;
Michigan;MI;Rating Area 16;Iron;;
Michigan;MI;Rating Area 16;Keweenaw;;
Michigan;MI;Rating Area 16;Luce;;
Michigan;MI;Rating Area 16;Marquette;;
Michigan;MI;Rating Area 16;Menominee;;
Michigan;MI;Rating Area 16;Ontonagon;;
Michigan;MI;Rating Area 16;Schoolcraft;;
Minnesota;MN;Rating Area 1;Dodge;;
Minnesota;MN;Rating Area 1;Fillmore;;
Minnesota;MN;Rating Area 1;Freeborn;;
Minnesota;MN;Rating Area 1;Goodhue;;
Minnesota;MN;Rating Area 1;Houston;;
Minnesota;MN;Rating Area 1;Mower;;
Minnesota;MN;Rating Area 1;Olmsted;;
Minnesota;MN;Rating Area 1;Steele;;
Minnesota;MN;Rating Area 1;Wabasha;;
Minnesota;MN;Rating Area 1;Winona;;
Minnesota;MN;Rating Area 2;Carlton;;
Minnesota;MN;Rating Area 2;Cook;;
Minnesota;MN;Rating Area 2;Itasca;;
Minnesota;MN;Rating Area 2;Koochiching;;
Minnesota;MN;Rating Area 2;Lake;;
Minnesota;MN;Rating Area 2;Lake of the Woods;;
Minnesota;MN;Rating Area 2;St. Louis;;
Minnesota;MN;Rating Area 3;Blue Earth;;
Minnesota;MN;Rating Area 3;Faribault;;
Minnesota;MN;Rating Area 3;Waseca;;
Minnesota;MN;Rating Area 3;Le Sueur;;
Minnesota;MN;Rating Area 3;Martin;;
Minnesota;MN;Rating Area 3;Nicollet;;
Minnesota;MN;Rating Area 3;Rice;;
Minnesota;MN;Rating Area 3;Watonwan;;
Minnesota;MN;Rating Area 4;Brown;;
Minnesota;MN;Rating Area 4;Cottonwood;;
Minnesota;MN;Rating Area 4;Jackson;;
Minnesota;MN;Rating Area 4;Lincoln;;
Minnesota;MN;Rating Area 4;Murray;;
Minnesota;MN;Rating Area 4;Nobles;;
Minnesota;MN;Rating Area 4;Pipestone;;
Minnesota;MN;Rating Area 4;Redwood;;
Minnesota;MN;Rating Area 4;Rock;;
Minnesota;MN;Rating Area 5;Chippewa;;
Minnesota;MN;Rating Area 5;Big Stone;;
Minnesota;MN;Rating Area 5;Kandiyohi;;
Minnesota;MN;Rating Area 5;Lac Qui Parle;;
Minnesota;MN;Rating Area 5;Lyon;;
Minnesota;MN;Rating Area 5;McLeod;;
Minnesota;MN;Rating Area 5;Meeker;;
Minnesota;MN;Rating Area 5;Renville;;
Minnesota;MN;Rating Area 5;Sibley;;
Minnesota;MN;Rating Area 5;Swift;;
Minnesota;MN;Rating Area 5;Yellow Medicine;;
Minnesota;MN;Rating Area 6;Becker;;
Minnesota;MN;Rating Area 6;Clay;;
Minnesota;MN;Rating Area 6;Douglas;;
Minnesota;MN;Rating Area 6;Grant;;
Minnesota;MN;Rating Area 6;Otter Tail;;
Minnesota;MN;Rating Area 6;Pope;;
Minnesota;MN;Rating Area 6;Stevens;;
Minnesota;MN;Rating Area 6;Traverse;;
Minnesota;MN;Rating Area 6;Wilkin;;
Minnesota;MN;Rating Area 7;Aitkin;;
Minnesota;MN;Rating Area 7;Beltrami;;
Minnesota;MN;Rating Area 7;Cass;;
Minnesota;MN;Rating Area 7;Chisago;;
Minnesota;MN;Rating Area 7;Crow Wing;;
Minnesota;MN;Rating Area 7;Hubbard;;
Minnesota;MN;Rating Area 7;Isanti;;
Minnesota;MN;Rating Area 7;Kanabec;;
Minnesota;MN;Rating Area 7;Mille Lacs;;
Minnesota;MN;Rating Area 7;Morrison;;
Minnesota;MN;Rating Area 7;Pine;;
Minnesota;MN;Rating Area 7;Roseau;;
Minnesota;MN;Rating Area 7;Todd;;
Minnesota;MN;Rating Area 7;Wadena;;
Minnesota;MN;Rating Area 8;Anoka;;
Minnesota;MN;Rating Area 8;Benton;;
Minnesota;MN;Rating Area 8;Carver;;
Minnesota;MN;Rating Area 8;Dakota;;
Minnesota;MN;Rating Area 8;Hennepin;;
Minnesota;MN;Rating Area 8;Ramsey;;
Minnesota;MN;Rating Area 8;Scott;;
Minnesota;MN;Rating Area 8;Sherburne;;
Minnesota;MN;Rating Area 8;Stearns;;
Minnesota;MN;Rating Area 8;Washington;;
Minnesota;MN;Rating Area 8;Wright;;
Minnesota;MN;Rating Area 9;Clearwater;;
Minnesota;MN;Rating Area 9;Kittson;;
Minnesota;MN;Rating Area 9;Mahnomen;;
Minnesota;MN;Rating Area 9;Marshall;;
Minnesota;MN;Rating Area 9;Norman;;
Minnesota;MN;Rating Area 9;Pennington;;
Minnesota;MN;Rating Area 9;Polk;;
Minnesota;MN;Rating Area 9;Red Lake;;
Mississippi;MS;Rating Area 1;Tunica;;
Mississippi;MS;Rating Area 1;Tate;;
Mississippi;MS;Rating Area 1;Marshall;;
Mississippi;MS;Rating Area 1;DeSoto;;
Mississippi;MS;Rating Area 2;Benton;;
Mississippi;MS;Rating Area 2;Tippah;;
Mississippi;MS;Rating Area 2;Union;;
Mississippi;MS;Rating Area 2;Pontotoc;;
Mississippi;MS;Rating Area 2;Lee;;
Mississippi;MS;Rating Area 2;Itawamba;;
Mississippi;MS;Rating Area 3;Warren;;
Mississippi;MS;Rating Area 3;Madison;;
Mississippi;MS;Rating Area 3;Hinds;;
Mississippi;MS;Rating Area 3;Rankin;;
Mississippi;MS;Rating Area 3;Copiah;;
Mississippi;MS;Rating Area 3;Simpson;;
Mississippi;MS;Rating Area 4;Lamar;;
Mississippi;MS;Rating Area 4;Forrest;;
Mississippi;MS;Rating Area 4;Perry;;
Mississippi;MS;Rating Area 4;Greene;;
Mississippi;MS;Rating Area 4;Pearl River;;
Mississippi;MS;Rating Area 4;Jones;;
Mississippi;MS;Rating Area 5;Stone;;
Mississippi;MS;Rating Area 5;George;;
Mississippi;MS;Rating Area 5;Hancock;;
Mississippi;MS;Rating Area 5;Harrison;;
Mississippi;MS;Rating Area 5;Jackson;;
Mississippi;MS;Rating Area 6;Adams;;
Mississippi;MS;Rating Area 6;Alcorn;;
Mississippi;MS;Rating Area 6;Amite;;
Mississippi;MS;Rating Area 6;Attala;;
Mississippi;MS;Rating Area 6;Bolivar;;
Mississippi;MS;Rating Area 6;Calhoun;;
Mississippi;MS;Rating Area 6;Carroll;;
Mississippi;MS;Rating Area 6;Chickasaw;;
Mississippi;MS;Rating Area 6;Choctaw;;
Mississippi;MS;Rating Area 6;Claiborne;;
Mississippi;MS;Rating Area 6;Clarke;;
Mississippi;MS;Rating Area 6;Clay;;
Mississippi;MS;Rating Area 6;Coahoma;;
Mississippi;MS;Rating Area 6;Covington;;
Mississippi;MS;Rating Area 6;Franklin;;
Mississippi;MS;Rating Area 6;Grenada;;
Mississippi;MS;Rating Area 6;Holmes;;
Mississippi;MS;Rating Area 6;Humphreys;;
Mississippi;MS;Rating Area 6;Issaquena;;
Mississippi;MS;Rating Area 6;Jasper;;
Mississippi;MS;Rating Area 6;Jefferson;;
Mississippi;MS;Rating Area 6;Jefferson Davis;;
Mississippi;MS;Rating Area 6;Kemper;;
Mississippi;MS;Rating Area 6;Lafayette;;
Mississippi;MS;Rating Area 6;Lauderdale;;
Mississippi;MS;Rating Area 6;Lawrence;;
Mississippi;MS;Rating Area 6;Leake;;
Mississippi;MS;Rating Area 6;Leflore;;
Mississippi;MS;Rating Area 6;Lincoln;;
Mississippi;MS;Rating Area 6;Lowndes;;
Mississippi;MS;Rating Area 6;Marion;;
Mississippi;MS;Rating Area 6;Monroe;;
Mississippi;MS;Rating Area 6;Montgomery;;
Mississippi;MS;Rating Area 6;Neshoba;;
Mississippi;MS;Rating Area 6;Newton;;
Mississippi;MS;Rating Area 6;Noxubee;;
Mississippi;MS;Rating Area 6;Oktibbeha;;
Mississippi;MS;Rating Area 6;Panola;;
Mississippi;MS;Rating Area 6;Pike;;
Mississippi;MS;Rating Area 6;Prentiss;;
Mississippi;MS;Rating Area 6;Quitman;;
Mississippi;MS;Rating Area 6;Scott;;
Mississippi;MS;Rating Area 6;Sharkey;;
Mississippi;MS;Rating Area 6;Smith;;
Mississippi;MS;Rating Area 6;Sunflower;;
Mississippi;MS;Rating Area 6;Tallahatchie;;
Mississippi;MS;Rating Area 6;Tishomingo;;
Mississippi;MS;Rating Area 6;Walthall;;
Mississippi;MS;Rating Area 6;Washington;;
Mississippi;MS;Rating Area 6;Wayne;;
Mississippi;MS;Rating Area 6;Webster;;
Mississippi;MS;Rating Area 6;Wilkinson;;
Mississippi;MS;Rating Area 6;Winston;;
Mississippi;MS;Rating Area 6;Yalobusha;;
Mississippi;MS;Rating Area 6;Yazoo;;
Missouri;MO;Rating Area 1;Atchison;;
Missouri;MO;Rating Area 1;Nodaway;;
Missouri;MO;Rating Area 1;Holt;;
Missouri;MO;Rating Area 1;Andrew;;
Missouri;MO;Rating Area 1;Buchanan;;
Missouri;MO;Rating Area 1;Worth;;
Missouri;MO;Rating Area 1;Gentry;;
Missouri;MO;Rating Area 1;DeKalb;;
Missouri;MO;Rating Area 1;Clinton;;
Missouri;MO;Rating Area 1;Harrison;;
Missouri;MO;Rating Area 1;Daviess;;
Missouri;MO;Rating Area 1;Caldwell;;
Missouri;MO;Rating Area 1;Ray;;
Missouri;MO;Rating Area 1;Mercer;;
Missouri;MO;Rating Area 1;Grundy;;
Missouri;MO;Rating Area 1;Livingston;;
Missouri;MO;Rating Area 1;Carroll;;
Missouri;MO;Rating Area 2;Putnam;;
Missouri;MO;Rating Area 2;Sullivan;;
Missouri;MO;Rating Area 2;Linn;;
Missouri;MO;Rating Area 2;Schuyler;;
Missouri;MO;Rating Area 2;Adair;;
Missouri;MO;Rating Area 2;Macon;;
Missouri;MO;Rating Area 2;Scotland;;
Missouri;MO;Rating Area 2;Knox;;
Missouri;MO;Rating Area 2;Shelby;;
Missouri;MO;Rating Area 2;Clark;;
Missouri;MO;Rating Area 2;Lewis;;
Missouri;MO;Rating Area 2;Marion;;
Missouri;MO;Rating Area 2;Ralls;;
Missouri;MO;Rating Area 2;Pike;;
Missouri;MO;Rating Area 3;Platte;;
Missouri;MO;Rating Area 3;Clay;;
Missouri;MO;Rating Area 3;Jackson;;
Missouri;MO;Rating Area 3;Cass;;
Missouri;MO;Rating Area 4;Bates;;
Missouri;MO;Rating Area 4;Vernon;;
Missouri;MO;Rating Area 4;Lafayette;;
Missouri;MO;Rating Area 4;Johnson;;
Missouri;MO;Rating Area 4;Henry;;
Missouri;MO;Rating Area 4;St. Clair;;
Missouri;MO;Rating Area 4;Saline;;
Missouri;MO;Rating Area 4;Pettis;;
Missouri;MO;Rating Area 4;Benton;;
Missouri;MO;Rating Area 5;Chariton;;
Missouri;MO;Rating Area 5;Randolph;;
Missouri;MO;Rating Area 5;Monroe;;
Missouri;MO;Rating Area 5;Howard;;
Missouri;MO;Rating Area 5;Boone;;
Missouri;MO;Rating Area 5;Audrain;;
Missouri;MO;Rating Area 5;Cooper;;
Missouri;MO;Rating Area 5;Morgan;;
Missouri;MO;Rating Area 5;Camden;;
Missouri;MO;Rating Area 5;Moniteau;;
Missouri;MO;Rating Area 5;Cole;;
Missouri;MO;Rating Area 5;Miller;;
Missouri;MO;Rating Area 5;Callaway;;
Missouri;MO;Rating Area 5;Osage;;
Missouri;MO;Rating Area 5;Maries;;
Missouri;MO;Rating Area 5;Montgomery;;
Missouri;MO;Rating Area 5;Gasconade;;
Missouri;MO;Rating Area 6;Lincoln;;
Missouri;MO;Rating Area 6;Warren;;
Missouri;MO;Rating Area 6;St. Charles;;
Missouri;MO;Rating Area 6;St. Louis;;
Missouri;MO;Rating Area 6;St. Louis City;;
Missouri;MO;Rating Area 6;Franklin;;
Missouri;MO;Rating Area 6;Jefferson;;
Missouri;MO;Rating Area 6;Washington;;
Missouri;MO;Rating Area 6;St. Francois;;
Missouri;MO;Rating Area 6;Ste. Genevieve;;
Missouri;MO;Rating Area 7;Barton;;
Missouri;MO;Rating Area 7;Jasper;;
Missouri;MO;Rating Area 7;Newton;;
Missouri;MO;Rating Area 7;McDonald;;
Missouri;MO;Rating Area 8;Cedar;;
Missouri;MO;Rating Area 8;Dade;;
Missouri;MO;Rating Area 8;Lawrence;;
Missouri;MO;Rating Area 8;Barry;;
Missouri;MO;Rating Area 8;Hickory;;
Missouri;MO;Rating Area 8;Polk;;
Missouri;MO;Rating Area 8;Greene;;
Missouri;MO;Rating Area 8;Christian;;
Missouri;MO;Rating Area 8;Stone;;
Missouri;MO;Rating Area 8;Taney;;
Missouri;MO;Rating Area 8;Dallas;;
Missouri;MO;Rating Area 8;Laclede;;
Missouri;MO;Rating Area 8;Webster;;
Missouri;MO;Rating Area 8;Wright;;
Missouri;MO;Rating Area 8;Douglas;;
Missouri;MO;Rating Area 8;Ozark;;
Missouri;MO;Rating Area 9;Pulaski;;
Missouri;MO;Rating Area 9;Phelps;;
Missouri;MO;Rating Area 9;Crawford;;
Missouri;MO;Rating Area 9;Texas;;
Missouri;MO;Rating Area 9;Dent;;
Missouri;MO;Rating Area 9;Reynolds;;
Missouri;MO;Rating Area 9;Iron;;
Missouri;MO;Rating Area 9;Shannon;;
Missouri;MO;Rating Area 9;Carter;;
Missouri;MO;Rating Area 9;Howell;;
Missouri;MO;Rating Area 9;Oregon;;
Missouri;MO;Rating Area 9;Ripley;;
Missouri;MO;Rating Area 10;Perry;;
Missouri;MO;Rating Area 10;Madison;;
Missouri;MO;Rating Area 10;Bollinger;;
Missouri;MO;Rating Area 10;Cape Girardeau;;
Missouri;MO;Rating Area 10;Wayne;;
Missouri;MO;Rating Area 10;Butler;;
Missouri;MO;Rating Area 10;Stoddard;;
Missouri;MO;Rating Area 10;Scott;;
Missouri;MO;Rating Area 10;Mississippi;;
Missouri;MO;Rating Area 10;New Madrid;;
Missouri;MO;Rating Area 10;Pemiscot;;
Missouri;MO;Rating Area 10;Dunklin;;
Montana;MT;Rating Area 1;Musselshell;;
Montana;MT;Rating Area 1;Yellowstone;;
Montana;MT;Rating Area 1;Carbon;;
Montana;MT;Rating Area 1;Stillwater;;
Montana;MT;Rating Area 1;Sweet Grass;;
Montana;MT;Rating Area 2;Chouteau;;
Montana;MT;Rating Area 2;Teton;;
Montana;MT;Rating Area 2;Lewis and Clark;;
Montana;MT;Rating Area 2;Broadwater;;
Montana;MT;Rating Area 2;Jefferson;;
Montana;MT;Rating Area 2;Deer Lodge;;
Montana;MT;Rating Area 2;Silver Bow;;
Montana;MT;Rating Area 2;Gallatin;;
Montana;MT;Rating Area 2;Cascade;;
Montana;MT;Rating Area 2;Judith Basin;;
Montana;MT;Rating Area 3;Flathead;;
Montana;MT;Rating Area 3;Lake;;
Montana;MT;Rating Area 3;Missoula;;
Montana;MT;Rating Area 4;Beaverhead;;
Montana;MT;Rating Area 4;Big Horn;;
Montana;MT;Rating Area 4;Blaine;;
Montana;MT;Rating Area 4;Carter;;
Montana;MT;Rating Area 4;Custer;;
Montana;MT;Rating Area 4;Daniels;;
Montana;MT;Rating Area 4;Dawson;;
Montana;MT;Rating Area 4;Fallon;;
Montana;MT;Rating Area 4;Fergus;;
Montana;MT;Rating Area 4;Garfield;;
Montana;MT;Rating Area 4;Glacier;;
Montana;MT;Rating Area 4;Golden Valley;;
Montana;MT;Rating Area 4;Granite;;
Montana;MT;Rating Area 4;Hill;;
Montana;MT;Rating Area 4;Liberty;;
Montana;MT;Rating Area 4;Lincoln;;
Montana;MT;Rating Area 4;Madison;;
Montana;MT;Rating Area 4;McCone;;
Montana;MT;Rating Area 4;Meagher;;
Montana;MT;Rating Area 4;Mineral;;
Montana;MT;Rating Area 4;Park;;
Montana;MT;Rating Area 4;Petroleum;;
Montana;MT;Rating Area 4;Phillips;;
Montana;MT;Rating Area 4;Pondera;;
Montana;MT;Rating Area 4;Powder River;;
Montana;MT;Rating Area 4;Powell;;
Montana;MT;Rating Area 4;Prairie;;
Montana;MT;Rating Area 4;Ravalli;;
Montana;MT;Rating Area 4;Richland;;
Montana;MT;Rating Area 4;Roosevelt;;
Montana;MT;Rating Area 4;Rosebud;;
Montana;MT;Rating Area 4;Sanders;;
Montana;MT;Rating Area 4;Sheridan;;
Montana;MT;Rating Area 4;Toole;;
Montana;MT;Rating Area 4;Treasure;;
Montana;MT;Rating Area 4;Valley;;
Montana;MT;Rating Area 4;Wheatland;;
Montana;MT;Rating Area 4;Wibaux;;
Nebraska;NE;Rating Area 1;Burt;;Individual
Nebraska;NE;Rating Area 1;Dodge;;Individual
Nebraska;NE;Rating Area 1;Douglas;;Individual
Nebraska;NE;Rating Area 1;Sarpy;;Individual
Nebraska;NE;Rating Area 1;Saunders;;Individual
Nebraska;NE;Rating Area 1;Thurston;;Individual
Nebraska;NE;Rating Area 1;Washington;;Individual
Nebraska;NE;Rating Area 2;Cass;;Individual
Nebraska;NE;Rating Area 2;Fillmore;;Individual
Nebraska;NE;Rating Area 2;Gage;;Individual
Nebraska;NE;Rating Area 2;Jefferson;;Individual
Nebraska;NE;Rating Area 2;Johnson;;Individual
Nebraska;NE;Rating Area 2;Lancaster;;Individual
Nebraska;NE;Rating Area 2;Nemaha;;Individual
Nebraska;NE;Rating Area 2;Otoe;;Individual
Nebraska;NE;Rating Area 2;Pawnee;;Individual
Nebraska;NE;Rating Area 2;Richardson;;Individual
